id,dealer,date,year,make,model,trim,trim_exact,mileage,price,Description,Condition,drive,Days On Lot,searchCity,url
459,autoTrader,1/30/2023,2019,Ford,Ranger,Certified 2019 Ford Ranger XLT w/ Equipment Group 302A Luxury,XLT,21532,34199,Certified 2019 Ford Ranger XLT w/ Equipment Group 302A Luxury,New,4 wheel drive,[Available for subscription data feeds],philadelphia,https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=670071966&allListingType=all-cars&city=Philadelphia&state=PA&zip=19111&requestId=off&searchRadius=50&marketExtension=off&isNewSearch=false&showAccelerateBanner=false&sortBy=relevance&numRecords=100&firstRecord=400&referrer=%2Fcars-for-sale%2Fall-cars%2Fphiladelphia-pa-19111%3FrequestId%3Doff%26searchRadius%3D50%26marketExtension%3Doff%26isNewSearch%3Dfalse%26showAccelerateBanner%3Dfalse%26sortBy%3Drelevance%26numRecords%3D100%26firstRecord%3D400&clickType=listing
460,autoTrader,1/30/2023,2011,Ford,,Used 2011 Ford Mustang Premium w/ 201A Rapid Spec Order Code,,73940,12999,Used 2011 Ford Mustang Premium w/ 201A Rapid Spec Order Code,Used,2 wheel drive - rear,[Available for subscription data feeds],philadelphia,https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=668676721&allListingType=all-cars&city=Philadelphia&state=PA&zip=19111&requestId=off&searchRadius=50&marketExtension=off&isNewSearch=false&showAccelerateBanner=false&sortBy=relevance&numRecords=100&firstRecord=400&referrer=%2Fcars-for-sale%2Fall-cars%2Fphiladelphia-pa-19111%3FrequestId%3Doff%26searchRadius%3D50%26marketExtension%3Doff%26isNewSearch%3Dfalse%26showAccelerateBanner%3Dfalse%26sortBy%3Drelevance%26numRecords%3D100%26firstRecord%3D400&clickType=listing
461,autoTrader,1/30/2023,2020,,,Used 2020 Hyundai Elantra SEL w/ Cargo Package (C1),SEL,13279,19999,Used 2020 Hyundai Elantra SEL w/ Cargo Package (C1),Used,2 wheel drive - front,[Available for subscription data feeds],philadelphia,https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=670980385&allListingType=all-cars&city=Philadelphia&state=PA&zip=19111&requestId=off&searchRadius=50&marketExtension=off&isNewSearch=false&showAccelerateBanner=false&sortBy=relevance&numRecords=100&firstRecord=400&referrer=%2Fcars-for-sale%2Fall-cars%2Fphiladelphia-pa-19111%3FrequestId%3Doff%26searchRadius%3D50%26marketExtension%3Doff%26isNewSearch%3Dfalse%26showAccelerateBanner%3Dfalse%26sortBy%3Drelevance%26numRecords%3D100%26firstRecord%3D400&clickType=listing
462,autoTrader,1/30/2023,2019,,,Used 2019 MAZDA CX-5 Touring,TOURING,18251,26999,Used 2019 MAZDA CX-5 Touring,Used,All wheel drive,[Available for subscription data feeds],philadelphia,https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=670918160&allListingType=all-cars&city=Philadelphia&state=PA&zip=19111&requestId=off&searchRadius=50&marketExtension=off&isNewSearch=false&showAccelerateBanner=false&sortBy=relevance&numRecords=100&firstRecord=400&referrer=%2Fcars-for-sale%2Fall-cars%2Fphiladelphia-pa-19111%3FrequestId%3Doff%26searchRadius%3D50%26marketExtension%3Doff%26isNewSearch%3Dfalse%26showAccelerateBanner%3Dfalse%26sortBy%3Drelevance%26numRecords%3D100%26firstRecord%3D400&clickType=listing
463,autoTrader,1/30/2023,2022,,,Certified 2022 MAZDA CX-30 AWD 2.5 S w/ Premium Package,S,3606,29999,Certified 2022 MAZDA CX-30 AWD 2.5 S w/ Premium Package,New,All wheel drive,[Available for subscription data feeds],philadelphia,https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=668507562&allListingType=all-cars&city=Philadelphia&state=PA&zip=19111&requestId=off&searchRadius=50&marketExtension=off&isNewSearch=false&showAccelerateBanner=false&sortBy=relevance&numRecords=100&firstRecord=400&referrer=%2Fcars-for-sale%2Fall-cars%2Fphiladelphia-pa-19111%3FrequestId%3Doff%26searchRadius%3D50%26marketExtension%3Doff%26isNewSearch%3Dfalse%26showAccelerateBanner%3Dfalse%26sortBy%3Drelevance%26numRecords%3D100%26firstRecord%3D400&clickType=listing
464,autoTrader,1/30/2023,2019,Kia,,Used 2019 Kia Forte LXS,,41183,16999,Used 2019 Kia Forte LXS,Used,2 wheel drive - front,[Available for subscription data feeds],philadelphia,https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=670941666&allListingType=all-cars&city=Philadelphia&state=PA&zip=19111&requestId=off&searchRadius=50&marketExtension=off&isNewSearch=false&showAccelerateBanner=false&sortBy=relevance&numRecords=100&firstRecord=400&referrer=%2Fcars-for-sale%2Fall-cars%2Fphiladelphia-pa-19111%3FrequestId%3Doff%26searchRadius%3D50%26marketExtension%3Doff%26isNewSearch%3Dfalse%26showAccelerateBanner%3Dfalse%26sortBy%3Drelevance%26numRecords%3D100%26firstRecord%3D400&clickType=listing
465,autoTrader,1/30/2023,2021,Kia,,Used 2021 Kia Rio S,S,12445,19000,Used 2021 Kia Rio S,Used,2 wheel drive - front,[Available for subscription data feeds],philadelphia,https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=669918939&allListingType=all-cars&city=Philadelphia&state=PA&zip=19111&requestId=off&searchRadius=50&marketExtension=off&isNewSearch=false&showAccelerateBanner=false&sortBy=relevance&numRecords=100&firstRecord=400&referrer=%2Fcars-for-sale%2Fall-cars%2Fphiladelphia-pa-19111%3FrequestId%3Doff%26searchRadius%3D50%26marketExtension%3Doff%26isNewSearch%3Dfalse%26showAccelerateBanner%3Dfalse%26sortBy%3Drelevance%26numRecords%3D100%26firstRecord%3D400&clickType=listing
466,autoTrader,1/30/2023,2019,Ford,,Used 2019 Ford EcoSport Titanium,,21714,19872,Used 2019 Ford EcoSport Titanium,Used,4 wheel drive,[Available for subscription data feeds],philadelphia,https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=670472188&allListingType=all-cars&city=Philadelphia&state=PA&zip=19111&requestId=off&searchRadius=50&marketExtension=off&isNewSearch=false&showAccelerateBanner=false&sortBy=relevance&numRecords=100&firstRecord=400&referrer=%2Fcars-for-sale%2Fall-cars%2Fphiladelphia-pa-19111%3FrequestId%3Doff%26searchRadius%3D50%26marketExtension%3Doff%26isNewSearch%3Dfalse%26showAccelerateBanner%3Dfalse%26sortBy%3Drelevance%26numRecords%3D100%26firstRecord%3D400&clickType=listing
467,autoTrader,1/30/2023,2019,IC,,Used 2019 Buick Encore Preferred w/ Safety Package,,22312,20762,Used 2019 Buick Encore Preferred w/ Safety Package,Used,All wheel drive,[Available for subscription data feeds],philadelphia,https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=670350063&allListingType=all-cars&city=Philadelphia&state=PA&zip=19111&requestId=off&searchRadius=50&marketExtension=off&isNewSearch=false&showAccelerateBanner=false&sortBy=relevance&numRecords=100&firstRecord=400&referrer=%2Fcars-for-sale%2Fall-cars%2Fphiladelphia-pa-19111%3FrequestId%3Doff%26searchRadius%3D50%26marketExtension%3Doff%26isNewSearch%3Dfalse%26showAccelerateBanner%3Dfalse%26sortBy%3Drelevance%26numRecords%3D100%26firstRecord%3D400&clickType=listing
468,autoTrader,1/30/2023,2018,Jeep,,Used 2018 Jeep Cherokee Limited w/ High Altitude Package,LIMITED,42801,22900,Used 2018 Jeep Cherokee Limited w/ High Altitude Package,Used,4 wheel drive,[Available for subscription data feeds],philadelphia,https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=669574170&allListingType=all-cars&city=Philadelphia&state=PA&zip=19111&requestId=off&searchRadius=50&marketExtension=off&isNewSearch=false&showAccelerateBanner=false&sortBy=relevance&numRecords=100&firstRecord=400&referrer=%2Fcars-for-sale%2Fall-cars%2Fphiladelphia-pa-19111%3FrequestId%3Doff%26searchRadius%3D50%26marketExtension%3Doff%26isNewSearch%3Dfalse%26showAccelerateBanner%3Dfalse%26sortBy%3Drelevance%26numRecords%3D100%26firstRecord%3D400&clickType=listing
469,autoTrader,1/30/2023,2016,Honda,Odyssey EX-L,Used 2016 Honda Odyssey EX-L,EX-L,62407,23377,Used 2016 Honda Odyssey EX-L,Used,2 wheel drive - front,[Available for subscription data feeds],philadelphia,https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=670227431&allListingType=all-cars&city=Philadelphia&state=PA&zip=19111&requestId=off&searchRadius=50&marketExtension=off&isNewSearch=false&showAccelerateBanner=false&sortBy=relevance&numRecords=100&firstRecord=400&referrer=%2Fcars-for-sale%2Fall-cars%2Fphiladelphia-pa-19111%3FrequestId%3Doff%26searchRadius%3D50%26marketExtension%3Doff%26isNewSearch%3Dfalse%26showAccelerateBanner%3Dfalse%26sortBy%3Drelevance%26numRecords%3D100%26firstRecord%3D400&clickType=listing
470,autoTrader,1/30/2023,2020,Honda,,Used 2020 Honda Civic EX,EX,4609,25800,Used 2020 Honda Civic EX,Used,2 wheel drive - front,[Available for subscription data feeds],philadelphia,https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=670009751&allListingType=all-cars&city=Philadelphia&state=PA&zip=19111&requestId=off&searchRadius=50&marketExtension=off&isNewSearch=false&showAccelerateBanner=false&sortBy=relevance&numRecords=100&firstRecord=400&referrer=%2Fcars-for-sale%2Fall-cars%2Fphiladelphia-pa-19111%3FrequestId%3Doff%26searchRadius%3D50%26marketExtension%3Doff%26isNewSearch%3Dfalse%26showAccelerateBanner%3Dfalse%26sortBy%3Drelevance%26numRecords%3D100%26firstRecord%3D400&clickType=listing
471,autoTrader,1/30/2023,2022,Toyota,,Certified 2022 Toyota Corolla LE,LE,10121,26929,Certified 2022 Toyota Corolla LE,New,2 wheel drive - front,[Available for subscription data feeds],philadelphia,https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=669119280&allListingType=all-cars&city=Philadelphia&state=PA&zip=19111&requestId=off&searchRadius=50&marketExtension=off&isNewSearch=false&showAccelerateBanner=false&sortBy=relevance&numRecords=100&firstRecord=400&referrer=%2Fcars-for-sale%2Fall-cars%2Fphiladelphia-pa-19111%3FrequestId%3Doff%26searchRadius%3D50%26marketExtension%3Doff%26isNewSearch%3Dfalse%26showAccelerateBanner%3Dfalse%26sortBy%3Drelevance%26numRecords%3D100%26firstRecord%3D400&clickType=listing
472,autoTrader,1/30/2023,2014,Toyota,,Used 2014 Toyota Tundra 1794 Edition,,55894,35350,Used 2014 Toyota Tundra 1794 Edition,Used,4 wheel drive,[Available for subscription data feeds],philadelphia,https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=670111793&allListingType=all-cars&city=Philadelphia&state=PA&zip=19111&requestId=off&searchRadius=50&marketExtension=off&isNewSearch=false&showAccelerateBanner=false&sortBy=relevance&numRecords=100&firstRecord=400&referrer=%2Fcars-for-sale%2Fall-cars%2Fphiladelphia-pa-19111%3FrequestId%3Doff%26searchRadius%3D50%26marketExtension%3Doff%26isNewSearch%3Dfalse%26showAccelerateBanner%3Dfalse%26sortBy%3Drelevance%26numRecords%3D100%26firstRecord%3D400&clickType=listing
473,autoTrader,1/30/2023,2022,Toyota,,Certified 2022 Toyota RAV4 XLE,XLE,5172,38000,Certified 2022 Toyota RAV4 XLE,New,All wheel drive,[Available for subscription data feeds],philadelphia,https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=669119279&allListingType=all-cars&city=Philadelphia&state=PA&zip=19111&requestId=off&searchRadius=50&marketExtension=off&isNewSearch=false&showAccelerateBanner=false&sortBy=relevance&numRecords=100&firstRecord=400&referrer=%2Fcars-for-sale%2Fall-cars%2Fphiladelphia-pa-19111%3FrequestId%3Doff%26searchRadius%3D50%26marketExtension%3Doff%26isNewSearch%3Dfalse%26showAccelerateBanner%3Dfalse%26sortBy%3Drelevance%26numRecords%3D100%26firstRecord%3D400&clickType=listing
474,autoTrader,1/30/2023,2021,Toyota,Sienna,Certified 2021 Toyota Sienna XSE,,20339,49500,Certified 2021 Toyota Sienna XSE,New,2 wheel drive - front,[Available for subscription data feeds],philadelphia,https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=666119503&allListingType=all-cars&city=Philadelphia&state=PA&zip=19111&requestId=off&searchRadius=50&marketExtension=off&isNewSearch=false&showAccelerateBanner=false&sortBy=relevance&numRecords=100&firstRecord=400&referrer=%2Fcars-for-sale%2Fall-cars%2Fphiladelphia-pa-19111%3FrequestId%3Doff%26searchRadius%3D50%26marketExtension%3Doff%26isNewSearch%3Dfalse%26showAccelerateBanner%3Dfalse%26sortBy%3Drelevance%26numRecords%3D100%26firstRecord%3D400&clickType=listing
475,autoTrader,1/30/2023,2019,Toyota,,Certified 2019 Toyota Sequoia Platinum,,46620,51000,Certified 2019 Toyota Sequoia Platinum,New,4 wheel drive,[Available for subscription data feeds],philadelphia,https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=666584425&allListingType=all-cars&city=Philadelphia&state=PA&zip=19111&requestId=off&searchRadius=50&marketExtension=off&isNewSearch=false&showAccelerateBanner=false&sortBy=relevance&numRecords=100&firstRecord=400&referrer=%2Fcars-for-sale%2Fall-cars%2Fphiladelphia-pa-19111%3FrequestId%3Doff%26searchRadius%3D50%26marketExtension%3Doff%26isNewSearch%3Dfalse%26showAccelerateBanner%3Dfalse%26sortBy%3Drelevance%26numRecords%3D100%26firstRecord%3D400&clickType=listing
476,autoTrader,1/30/2023,2019,Chrysler,Pacifica Touring-L Plus,Certified 2019 Chrysler Pacifica Touring-L Plus w/ S Appearance Package,S,31756,32999,Certified 2019 Chrysler Pacifica Touring-L Plus w/ S Appearance Package,New,2 wheel drive - front,[Available for subscription data feeds],philadelphia,https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=661906702&allListingType=all-cars&city=Philadelphia&state=PA&zip=19111&requestId=off&searchRadius=50&marketExtension=off&isNewSearch=false&showAccelerateBanner=false&sortBy=relevance&numRecords=100&firstRecord=400&referrer=%2Fcars-for-sale%2Fall-cars%2Fphiladelphia-pa-19111%3FrequestId%3Doff%26searchRadius%3D50%26marketExtension%3Doff%26isNewSearch%3Dfalse%26showAccelerateBanner%3Dfalse%26sortBy%3Drelevance%26numRecords%3D100%26firstRecord%3D400&clickType=listing
477,autoTrader,1/30/2023,2022,Jeep,Wrangler,Used 2022 Jeep Wrangler Sport,Sport,8739,34996,Used 2022 Jeep Wrangler Sport,Used,4 wheel drive,[Available for subscription data feeds],philadelphia,https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=668104686&allListingType=all-cars&city=Philadelphia&state=PA&zip=19111&requestId=off&searchRadius=50&marketExtension=off&isNewSearch=false&showAccelerateBanner=false&sortBy=relevance&numRecords=100&firstRecord=400&referrer=%2Fcars-for-sale%2Fall-cars%2Fphiladelphia-pa-19111%3FrequestId%3Doff%26searchRadius%3D50%26marketExtension%3Doff%26isNewSearch%3Dfalse%26showAccelerateBanner%3Dfalse%26sortBy%3Drelevance%26numRecords%3D100%26firstRecord%3D400&clickType=listing
478,autoTrader,1/30/2023,2019,Volkswagen,,Used 2019 Volkswagen Golf SEL,SEL,28059,29999,Used 2019 Volkswagen Golf SEL,Used,All wheel drive,[Available for subscription data feeds],philadelphia,https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=668763578&allListingType=all-cars&city=Philadelphia&state=PA&zip=19111&requestId=off&searchRadius=50&marketExtension=off&isNewSearch=false&showAccelerateBanner=false&sortBy=relevance&numRecords=100&firstRecord=400&referrer=%2Fcars-for-sale%2Fall-cars%2Fphiladelphia-pa-19111%3FrequestId%3Doff%26searchRadius%3D50%26marketExtension%3Doff%26isNewSearch%3Dfalse%26showAccelerateBanner%3Dfalse%26sortBy%3Drelevance%26numRecords%3D100%26firstRecord%3D400&clickType=listing
479,autoTrader,1/30/2023,2020,,,Used 2020 MAZDA CX-9 Grand Touring,TOURING,21600,31999,Used 2020 MAZDA CX-9 Grand Touring,Used,All wheel drive,[Available for subscription data feeds],philadelphia,https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=668878891&allListingType=all-cars&city=Philadelphia&state=PA&zip=19111&requestId=off&searchRadius=50&marketExtension=off&isNewSearch=false&showAccelerateBanner=false&sortBy=relevance&numRecords=100&firstRecord=400&referrer=%2Fcars-for-sale%2Fall-cars%2Fphiladelphia-pa-19111%3FrequestId%3Doff%26searchRadius%3D50%26marketExtension%3Doff%26isNewSearch%3Dfalse%26showAccelerateBanner%3Dfalse%26sortBy%3Drelevance%26numRecords%3D100%26firstRecord%3D400&clickType=listing
480,autoTrader,1/30/2023,2021,Volkswagen,,Used 2021 Volkswagen ID.4 Pro S,S,6164,43999,Used 2021 Volkswagen ID.4 Pro S,Used,All wheel drive,[Available for subscription data feeds],philadelphia,https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=660328688&allListingType=all-cars&city=Philadelphia&state=PA&zip=19111&requestId=off&searchRadius=50&marketExtension=off&isNewSearch=false&showAccelerateBanner=false&sortBy=relevance&numRecords=100&firstRecord=400&referrer=%2Fcars-for-sale%2Fall-cars%2Fphiladelphia-pa-19111%3FrequestId%3Doff%26searchRadius%3D50%26marketExtension%3Doff%26isNewSearch%3Dfalse%26showAccelerateBanner%3Dfalse%26sortBy%3Drelevance%26numRecords%3D100%26firstRecord%3D400&clickType=listing
481,autoTrader,1/30/2023,2017,,,Used 2017 Land Rover Range Rover Evoque Autobiography,,50449,31990,Used 2017 Land Rover Range Rover Evoque Autobiography,Used,4 wheel drive,[Available for subscription data feeds],philadelphia,https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=662073815&allListingType=all-cars&city=Philadelphia&state=PA&zip=19111&requestId=off&searchRadius=50&marketExtension=off&isNewSearch=false&showAccelerateBanner=false&sortBy=relevance&numRecords=100&firstRecord=400&referrer=%2Fcars-for-sale%2Fall-cars%2Fphiladelphia-pa-19111%3FrequestId%3Doff%26searchRadius%3D50%26marketExtension%3Doff%26isNewSearch%3Dfalse%26showAccelerateBanner%3Dfalse%26sortBy%3Drelevance%26numRecords%3D100%26firstRecord%3D400&clickType=listing
482,autoTrader,1/30/2023,2021,,,Certified 2021 Land Rover Discovery Sport SE,SE,11063,40990,Certified 2021 Land Rover Discovery Sport SE,New,4 wheel drive,[Available for subscription data feeds],philadelphia,https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=659812189&allListingType=all-cars&city=Philadelphia&state=PA&zip=19111&requestId=off&searchRadius=50&marketExtension=off&isNewSearch=false&showAccelerateBanner=false&sortBy=relevance&numRecords=100&firstRecord=400&referrer=%2Fcars-for-sale%2Fall-cars%2Fphiladelphia-pa-19111%3FrequestId%3Doff%26searchRadius%3D50%26marketExtension%3Doff%26isNewSearch%3Dfalse%26showAccelerateBanner%3Dfalse%26sortBy%3Drelevance%26numRecords%3D100%26firstRecord%3D400&clickType=listing
483,autoTrader,1/30/2023,2020,IC,,Certified 2020 Land Rover Range Rover Velar R-Dynamic S,S,27108,50990,Certified 2020 Land Rover Range Rover Velar R-Dynamic S,New,4 wheel drive,[Available for subscription data feeds],philadelphia,https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=658073278&allListingType=all-cars&city=Philadelphia&state=PA&zip=19111&requestId=off&searchRadius=50&marketExtension=off&isNewSearch=false&showAccelerateBanner=false&sortBy=relevance&numRecords=100&firstRecord=400&referrer=%2Fcars-for-sale%2Fall-cars%2Fphiladelphia-pa-19111%3FrequestId%3Doff%26searchRadius%3D50%26marketExtension%3Doff%26isNewSearch%3Dfalse%26showAccelerateBanner%3Dfalse%26sortBy%3Drelevance%26numRecords%3D100%26firstRecord%3D400&clickType=listing
484,autoTrader,1/30/2023,2021,,,Used 2021 Audi Q7 3.0T Premium w/ Convenience Package,,14391,52990,Used 2021 Audi Q7 3.0T Premium w/ Convenience Package,Used,All wheel drive,[Available for subscription data feeds],philadelphia,https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=662073816&allListingType=all-cars&city=Philadelphia&state=PA&zip=19111&requestId=off&searchRadius=50&marketExtension=off&isNewSearch=false&showAccelerateBanner=false&sortBy=relevance&numRecords=100&firstRecord=400&referrer=%2Fcars-for-sale%2Fall-cars%2Fphiladelphia-pa-19111%3FrequestId%3Doff%26searchRadius%3D50%26marketExtension%3Doff%26isNewSearch%3Dfalse%26showAccelerateBanner%3Dfalse%26sortBy%3Drelevance%26numRecords%3D100%26firstRecord%3D400&clickType=listing
