id,dealer,date,year,make,model,trim,trim_exact,mileage,price,description,condition,drive,days_on_lot,searchcity,url
165,autoTrader,1/30/2023,2017,Toyota,Rav4,Certified 2017 Toyota RAV4 Limited,LIMITED,39484,26000,Certified 2017 Toyota RAV4 Limited,New,All wheel drive,,philadelphia,https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=669119283&allListingType=all-cars&city=Philadelphia&state=PA&zip=19111&requestId=off&searchRadius=50&marketExtension=off&isNewSearch=false&showAccelerateBanner=false&sortBy=relevance&numRecords=100&firstRecord=100&referrer=%2Fcars-for-sale%2Fall-cars%2Fphiladelphia-pa-19111%3FrequestId%3Doff%26searchRadius%3D50%26marketExtension%3Doff%26isNewSearch%3Dfalse%26showAccelerateBanner%3Dfalse%26sortBy%3Drelevance%26numRecords%3D100%26firstRecord%3D100&clickType=listing
166,autoTrader,1/30/2023,2020,Toyota,Prius,Certified 2020 Toyota Prius Prime LE,LE,7977,30625,Certified 2020 Toyota Prius Prime LE,New,2 wheel drive - front,,philadelphia,https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=667947817&allListingType=all-cars&city=Philadelphia&state=PA&zip=19111&requestId=off&searchRadius=50&marketExtension=off&isNewSearch=false&showAccelerateBanner=false&sortBy=relevance&numRecords=100&firstRecord=100&referrer=%2Fcars-for-sale%2Fall-cars%2Fphiladelphia-pa-19111%3FrequestId%3Doff%26searchRadius%3D50%26marketExtension%3Doff%26isNewSearch%3Dfalse%26showAccelerateBanner%3Dfalse%26sortBy%3Drelevance%26numRecords%3D100%26firstRecord%3D100&clickType=listing
167,autoTrader,1/30/2023,2021,GMC,Acadia,Used 2021 GMC Acadia AT4 w/ Trailering Package,Unknown,22570,38500,Used 2021 GMC Acadia AT4 w/ Trailering Package,Used,All wheel drive,,philadelphia,https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=670350053&allListingType=all-cars&city=Philadelphia&state=PA&zip=19111&requestId=off&searchRadius=50&marketExtension=off&isNewSearch=false&showAccelerateBanner=false&sortBy=relevance&numRecords=100&firstRecord=100&referrer=%2Fcars-for-sale%2Fall-cars%2Fphiladelphia-pa-19111%3FrequestId%3Doff%26searchRadius%3D50%26marketExtension%3Doff%26isNewSearch%3Dfalse%26showAccelerateBanner%3Dfalse%26sortBy%3Drelevance%26numRecords%3D100%26firstRecord%3D100&clickType=listing
168,autoTrader,1/30/2023,2022,Toyota,4Runner,Certified 2022 Toyota 4Runner SR5 Premium,Unknown,9487,42800,Certified 2022 Toyota 4Runner SR5 Premium,New,4 wheel drive,,philadelphia,https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=668498728&allListingType=all-cars&city=Philadelphia&state=PA&zip=19111&requestId=off&searchRadius=50&marketExtension=off&isNewSearch=false&showAccelerateBanner=false&sortBy=relevance&numRecords=100&firstRecord=100&referrer=%2Fcars-for-sale%2Fall-cars%2Fphiladelphia-pa-19111%3FrequestId%3Doff%26searchRadius%3D50%26marketExtension%3Doff%26isNewSearch%3Dfalse%26showAccelerateBanner%3Dfalse%26sortBy%3Drelevance%26numRecords%3D100%26firstRecord%3D100&clickType=listing
169,autoTrader,1/30/2023,2020,Bmw,M4,Used 2020 BMW M4 Coupe w/ Competition Package,Unknown,27100,58357,Used 2020 BMW M4 Coupe w/ Competition Package,Used,2 wheel drive - rear,,philadelphia,https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=669789618&allListingType=all-cars&city=Philadelphia&state=PA&zip=19111&requestId=off&searchRadius=50&marketExtension=off&isNewSearch=false&showAccelerateBanner=false&sortBy=relevance&numRecords=100&firstRecord=100&referrer=%2Fcars-for-sale%2Fall-cars%2Fphiladelphia-pa-19111%3FrequestId%3Doff%26searchRadius%3D50%26marketExtension%3Doff%26isNewSearch%3Dfalse%26showAccelerateBanner%3Dfalse%26sortBy%3Drelevance%26numRecords%3D100%26firstRecord%3D100&clickType=listing
170,autoTrader,1/30/2023,2020,IC,Rover,Certified 2020 Land Rover Range Rover Velar R-Dynamic S,S,24912,49990,Certified 2020 Land Rover Range Rover Velar R-Dynamic S,New,4 wheel drive,,philadelphia,https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=659045456&allListingType=all-cars&city=Philadelphia&state=PA&zip=19111&requestId=off&searchRadius=50&marketExtension=off&isNewSearch=false&showAccelerateBanner=false&sortBy=relevance&numRecords=100&firstRecord=100&referrer=%2Fcars-for-sale%2Fall-cars%2Fphiladelphia-pa-19111%3FrequestId%3Doff%26searchRadius%3D50%26marketExtension%3Doff%26isNewSearch%3Dfalse%26showAccelerateBanner%3Dfalse%26sortBy%3Drelevance%26numRecords%3D100%26firstRecord%3D100&clickType=listing
171,autoTrader,1/30/2023,2022,IC,Rover,Certified 2022 Land Rover Range Rover Evoque R-Dynamic SE,SE,8990,50990,Certified 2022 Land Rover Range Rover Evoque R-Dynamic SE,New,All wheel drive,,philadelphia,https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=660397919&allListingType=all-cars&city=Philadelphia&state=PA&zip=19111&requestId=off&searchRadius=50&marketExtension=off&isNewSearch=false&showAccelerateBanner=false&sortBy=relevance&numRecords=100&firstRecord=100&referrer=%2Fcars-for-sale%2Fall-cars%2Fphiladelphia-pa-19111%3FrequestId%3Doff%26searchRadius%3D50%26marketExtension%3Doff%26isNewSearch%3Dfalse%26showAccelerateBanner%3Dfalse%26sortBy%3Drelevance%26numRecords%3D100%26firstRecord%3D100&clickType=listing
172,autoTrader,1/30/2023,2020,Chevrolet,Malibu,Certified 2020 Chevrolet Malibu RS,Unknown,18677,22995,Certified 2020 Chevrolet Malibu RS,New,2 wheel drive - front,,philadelphia,https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=670874684&allListingType=all-cars&city=Philadelphia&state=PA&zip=19111&requestId=off&searchRadius=50&marketExtension=off&isNewSearch=false&showAccelerateBanner=false&sortBy=relevance&numRecords=100&firstRecord=100&referrer=%2Fcars-for-sale%2Fall-cars%2Fphiladelphia-pa-19111%3FrequestId%3Doff%26searchRadius%3D50%26marketExtension%3Doff%26isNewSearch%3Dfalse%26showAccelerateBanner%3Dfalse%26sortBy%3Drelevance%26numRecords%3D100%26firstRecord%3D100&clickType=listing
173,autoTrader,1/30/2023,2020,GMC,Acadia,Certified 2020 GMC Acadia SLE w/ Driver Convenience Package,Unknown,24382,28995,Certified 2020 GMC Acadia SLE w/ Driver Convenience Package,New,All wheel drive,,philadelphia,https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=670823756&allListingType=all-cars&city=Philadelphia&state=PA&zip=19111&requestId=off&searchRadius=50&marketExtension=off&isNewSearch=false&showAccelerateBanner=false&sortBy=relevance&numRecords=100&firstRecord=100&referrer=%2Fcars-for-sale%2Fall-cars%2Fphiladelphia-pa-19111%3FrequestId%3Doff%26searchRadius%3D50%26marketExtension%3Doff%26isNewSearch%3Dfalse%26showAccelerateBanner%3Dfalse%26sortBy%3Drelevance%26numRecords%3D100%26firstRecord%3D100&clickType=listing
175,autoTrader,1/30/2023,2016,Cadillac,Cts,Used 2016 Cadillac CTS Sedan,Unknown,55081,20000,Used 2016 Cadillac CTS Sedan,Used,2 wheel drive - rear,,philadelphia,https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=670561715&allListingType=all-cars&city=Philadelphia&state=PA&zip=19111&requestId=off&searchRadius=50&marketExtension=off&isNewSearch=false&showAccelerateBanner=false&sortBy=relevance&numRecords=100&firstRecord=100&referrer=%2Fcars-for-sale%2Fall-cars%2Fphiladelphia-pa-19111%3FrequestId%3Doff%26searchRadius%3D50%26marketExtension%3Doff%26isNewSearch%3Dfalse%26showAccelerateBanner%3Dfalse%26sortBy%3Drelevance%26numRecords%3D100%26firstRecord%3D100&clickType=listing
176,autoTrader,1/30/2023,2016,Toyota,Prius,Used 2016 Toyota Prius Four,Unknown,58883,22999,Used 2016 Toyota Prius Four,Used,2 wheel drive - front,,philadelphia,https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=669302183&allListingType=all-cars&city=Philadelphia&state=PA&zip=19111&requestId=off&searchRadius=50&marketExtension=off&isNewSearch=false&showAccelerateBanner=false&sortBy=relevance&numRecords=100&firstRecord=100&referrer=%2Fcars-for-sale%2Fall-cars%2Fphiladelphia-pa-19111%3FrequestId%3Doff%26searchRadius%3D50%26marketExtension%3Doff%26isNewSearch%3Dfalse%26showAccelerateBanner%3Dfalse%26sortBy%3Drelevance%26numRecords%3D100%26firstRecord%3D100&clickType=listing
177,autoTrader,1/30/2023,2018,Acura,Rdx,Used 2018 Acura RDX AWD w/ Technology Package,Unknown,40967,26500,Used 2018 Acura RDX AWD w/ Technology Package,Used,All wheel drive,,philadelphia,https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=669952660&allListingType=all-cars&city=Philadelphia&state=PA&zip=19111&requestId=off&searchRadius=50&marketExtension=off&isNewSearch=false&showAccelerateBanner=false&sortBy=relevance&numRecords=100&firstRecord=100&referrer=%2Fcars-for-sale%2Fall-cars%2Fphiladelphia-pa-19111%3FrequestId%3Doff%26searchRadius%3D50%26marketExtension%3Doff%26isNewSearch%3Dfalse%26showAccelerateBanner%3Dfalse%26sortBy%3Drelevance%26numRecords%3D100%26firstRecord%3D100&clickType=listing
178,autoTrader,1/30/2023,2021,IC,Envision,Used 2021 Buick Envision Essence w/ Sport Touring Package,Sport,12929,33800,Used 2021 Buick Envision Essence w/ Sport Touring Package,Used,All wheel drive,,philadelphia,https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=670474723&allListingType=all-cars&city=Philadelphia&state=PA&zip=19111&requestId=off&searchRadius=50&marketExtension=off&isNewSearch=false&showAccelerateBanner=false&sortBy=relevance&numRecords=100&firstRecord=100&referrer=%2Fcars-for-sale%2Fall-cars%2Fphiladelphia-pa-19111%3FrequestId%3Doff%26searchRadius%3D50%26marketExtension%3Doff%26isNewSearch%3Dfalse%26showAccelerateBanner%3Dfalse%26sortBy%3Drelevance%26numRecords%3D100%26firstRecord%3D100&clickType=listing
179,autoTrader,1/30/2023,2020,Chevrolet,Silverado 1500,Used 2020 Chevrolet Silverado 1500 Custom w/ Custom Value Package,Custom,10769,35999,Used 2020 Chevrolet Silverado 1500 Custom w/ Custom Value Package,Used,4 wheel drive,,philadelphia,https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=669952669&allListingType=all-cars&city=Philadelphia&state=PA&zip=19111&requestId=off&searchRadius=50&marketExtension=off&isNewSearch=false&showAccelerateBanner=false&sortBy=relevance&numRecords=100&firstRecord=100&referrer=%2Fcars-for-sale%2Fall-cars%2Fphiladelphia-pa-19111%3FrequestId%3Doff%26searchRadius%3D50%26marketExtension%3Doff%26isNewSearch%3Dfalse%26showAccelerateBanner%3Dfalse%26sortBy%3Drelevance%26numRecords%3D100%26firstRecord%3D100&clickType=listing
180,autoTrader,1/30/2023,2015,Mercedes,S,Used 2015 Mercedes-Benz S 550 4MATIC Sedan,S,50014,36500,Used 2015 Mercedes-Benz S 550 4MATIC Sedan,Used,All wheel drive,,philadelphia,https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=665821850&allListingType=all-cars&city=Philadelphia&state=PA&zip=19111&requestId=off&searchRadius=50&marketExtension=off&isNewSearch=false&showAccelerateBanner=false&sortBy=relevance&numRecords=100&firstRecord=100&referrer=%2Fcars-for-sale%2Fall-cars%2Fphiladelphia-pa-19111%3FrequestId%3Doff%26searchRadius%3D50%26marketExtension%3Doff%26isNewSearch%3Dfalse%26showAccelerateBanner%3Dfalse%26sortBy%3Drelevance%26numRecords%3D100%26firstRecord%3D100&clickType=listing
181,autoTrader,1/30/2023,2018,Cadillac,Escalade,Used 2018 Cadillac Escalade ESV Premium Luxury,Unknown,62875,46888,Used 2018 Cadillac Escalade ESV Premium Luxury,Used,4 wheel drive,,philadelphia,https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=670799854&allListingType=all-cars&city=Philadelphia&state=PA&zip=19111&requestId=off&searchRadius=50&marketExtension=off&isNewSearch=false&showAccelerateBanner=false&sortBy=relevance&numRecords=100&firstRecord=100&referrer=%2Fcars-for-sale%2Fall-cars%2Fphiladelphia-pa-19111%3FrequestId%3Doff%26searchRadius%3D50%26marketExtension%3Doff%26isNewSearch%3Dfalse%26showAccelerateBanner%3Dfalse%26sortBy%3Drelevance%26numRecords%3D100%26firstRecord%3D100&clickType=listing
182,autoTrader,1/30/2023,2019,Bmw,X7,Used 2019 BMW X7 xDrive40i w/ Premium Package,Unknown,47026,52490,Used 2019 BMW X7 xDrive40i w/ Premium Package,Used,All wheel drive,,philadelphia,https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=671098565&allListingType=all-cars&city=Philadelphia&state=PA&zip=19111&requestId=off&searchRadius=50&marketExtension=off&isNewSearch=false&showAccelerateBanner=false&sortBy=relevance&numRecords=100&firstRecord=100&referrer=%2Fcars-for-sale%2Fall-cars%2Fphiladelphia-pa-19111%3FrequestId%3Doff%26searchRadius%3D50%26marketExtension%3Doff%26isNewSearch%3Dfalse%26showAccelerateBanner%3Dfalse%26sortBy%3Drelevance%26numRecords%3D100%26firstRecord%3D100&clickType=listing
185,autoTrader,1/30/2023,2020,Kia,Forte,Used 2020 Kia Forte LXS,Unknown,19567,20446,Used 2020 Kia Forte LXS,Used,2 wheel drive - front,,philadelphia,https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=670071921&allListingType=all-cars&city=Philadelphia&state=PA&zip=19111&requestId=off&searchRadius=50&marketExtension=off&isNewSearch=false&showAccelerateBanner=false&sortBy=relevance&numRecords=100&firstRecord=100&referrer=%2Fcars-for-sale%2Fall-cars%2Fphiladelphia-pa-19111%3FrequestId%3Doff%26searchRadius%3D50%26marketExtension%3Doff%26isNewSearch%3Dfalse%26showAccelerateBanner%3Dfalse%26sortBy%3Drelevance%26numRecords%3D100%26firstRecord%3D100&clickType=listing
186,autoTrader,1/30/2023,2017,Subaru,Legacy,Certified 2017 Subaru Legacy 2.5i Limited,LIMITED,44846,20969,Certified 2017 Subaru Legacy 2.5i Limited,New,All wheel drive,,philadelphia,https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=669227362&allListingType=all-cars&city=Philadelphia&state=PA&zip=19111&requestId=off&searchRadius=50&marketExtension=off&isNewSearch=false&showAccelerateBanner=false&sortBy=relevance&numRecords=100&firstRecord=100&referrer=%2Fcars-for-sale%2Fall-cars%2Fphiladelphia-pa-19111%3FrequestId%3Doff%26searchRadius%3D50%26marketExtension%3Doff%26isNewSearch%3Dfalse%26showAccelerateBanner%3Dfalse%26sortBy%3Drelevance%26numRecords%3D100%26firstRecord%3D100&clickType=listing
187,autoTrader,1/30/2023,2014,Mercedes,Cls,Used 2014 Mercedes-Benz CLS 550 4MATIC,Unknown,55814,26900,Used 2014 Mercedes-Benz CLS 550 4MATIC,Used,All wheel drive,,philadelphia,https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=666470067&allListingType=all-cars&city=Philadelphia&state=PA&zip=19111&requestId=off&searchRadius=50&marketExtension=off&isNewSearch=false&showAccelerateBanner=false&sortBy=relevance&numRecords=100&firstRecord=100&referrer=%2Fcars-for-sale%2Fall-cars%2Fphiladelphia-pa-19111%3FrequestId%3Doff%26searchRadius%3D50%26marketExtension%3Doff%26isNewSearch%3Dfalse%26showAccelerateBanner%3Dfalse%26sortBy%3Drelevance%26numRecords%3D100%26firstRecord%3D100&clickType=listing
188,autoTrader,1/30/2023,2014,Jaguar,Xk,Used 2014 Jaguar XK R,Unknown,71449,33900,Used 2014 Jaguar XK R,Used,2 wheel drive - rear,,philadelphia,https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=668798013&allListingType=all-cars&city=Philadelphia&state=PA&zip=19111&requestId=off&searchRadius=50&marketExtension=off&isNewSearch=false&showAccelerateBanner=false&sortBy=relevance&numRecords=100&firstRecord=100&referrer=%2Fcars-for-sale%2Fall-cars%2Fphiladelphia-pa-19111%3FrequestId%3Doff%26searchRadius%3D50%26marketExtension%3Doff%26isNewSearch%3Dfalse%26showAccelerateBanner%3Dfalse%26sortBy%3Drelevance%26numRecords%3D100%26firstRecord%3D100&clickType=listing
189,autoTrader,1/30/2023,2017,Land,Rover,Used 2017 Land Rover Range Rover Supercharged,Unknown,55640,46900,Used 2017 Land Rover Range Rover Supercharged,Used,4 wheel drive,,philadelphia,https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=655964327&allListingType=all-cars&city=Philadelphia&state=PA&zip=19111&requestId=off&searchRadius=50&marketExtension=off&isNewSearch=false&showAccelerateBanner=false&sortBy=relevance&numRecords=100&firstRecord=100&referrer=%2Fcars-for-sale%2Fall-cars%2Fphiladelphia-pa-19111%3FrequestId%3Doff%26searchRadius%3D50%26marketExtension%3Doff%26isNewSearch%3Dfalse%26showAccelerateBanner%3Dfalse%26sortBy%3Drelevance%26numRecords%3D100%26firstRecord%3D100&clickType=listing
190,autoTrader,1/30/2023,2017,Porsche,Cayenne,Used 2017 Porsche Cayenne GTS,Unknown,32984,61900,Used 2017 Porsche Cayenne GTS,Used,All wheel drive,,philadelphia,https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=665989225&allListingType=all-cars&city=Philadelphia&state=PA&zip=19111&requestId=off&searchRadius=50&marketExtension=off&isNewSearch=false&showAccelerateBanner=false&sortBy=relevance&numRecords=100&firstRecord=100&referrer=%2Fcars-for-sale%2Fall-cars%2Fphiladelphia-pa-19111%3FrequestId%3Doff%26searchRadius%3D50%26marketExtension%3Doff%26isNewSearch%3Dfalse%26showAccelerateBanner%3Dfalse%26sortBy%3Drelevance%26numRecords%3D100%26firstRecord%3D100&clickType=listing
194,autoTrader,1/30/2023,2015,Honda,Cr-V,Used 2015 Honda CR-V EX,EX,69134,18999,Used 2015 Honda CR-V EX,Used,All wheel drive,,philadelphia,https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=669916708&allListingType=all-cars&city=Philadelphia&state=PA&zip=19111&requestId=off&searchRadius=50&marketExtension=off&isNewSearch=false&showAccelerateBanner=false&sortBy=relevance&numRecords=100&firstRecord=100&referrer=%2Fcars-for-sale%2Fall-cars%2Fphiladelphia-pa-19111%3FrequestId%3Doff%26searchRadius%3D50%26marketExtension%3Doff%26isNewSearch%3Dfalse%26showAccelerateBanner%3Dfalse%26sortBy%3Drelevance%26numRecords%3D100%26firstRecord%3D100&clickType=listing
195,autoTrader,1/30/2023,2019,IC,Encore,Used 2019 Buick Encore Preferred w/ Safety Package,Unknown,22684,18999,Used 2019 Buick Encore Preferred w/ Safety Package,Used,2 wheel drive - front,,philadelphia,https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=668725219&allListingType=all-cars&city=Philadelphia&state=PA&zip=19111&requestId=off&searchRadius=50&marketExtension=off&isNewSearch=false&showAccelerateBanner=false&sortBy=relevance&numRecords=100&firstRecord=100&referrer=%2Fcars-for-sale%2Fall-cars%2Fphiladelphia-pa-19111%3FrequestId%3Doff%26searchRadius%3D50%26marketExtension%3Doff%26isNewSearch%3Dfalse%26showAccelerateBanner%3Dfalse%26sortBy%3Drelevance%26numRecords%3D100%26firstRecord%3D100&clickType=listing
196,autoTrader,1/30/2023,2015,Mercedes,Ml,Used 2015 Mercedes-Benz ML 350 4MATIC,Unknown,92515,18999,Used 2015 Mercedes-Benz ML 350 4MATIC,Used,All wheel drive,,philadelphia,https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=666340814&allListingType=all-cars&city=Philadelphia&state=PA&zip=19111&requestId=off&searchRadius=50&marketExtension=off&isNewSearch=false&showAccelerateBanner=false&sortBy=relevance&numRecords=100&firstRecord=100&referrer=%2Fcars-for-sale%2Fall-cars%2Fphiladelphia-pa-19111%3FrequestId%3Doff%26searchRadius%3D50%26marketExtension%3Doff%26isNewSearch%3Dfalse%26showAccelerateBanner%3Dfalse%26sortBy%3Drelevance%26numRecords%3D100%26firstRecord%3D100&clickType=listing
197,autoTrader,1/30/2023,2017,Toyota,Rav4,Used 2017 Toyota RAV4 LE w/ All Weather Liner Package,LE,58786,19699,Used 2017 Toyota RAV4 LE w/ All Weather Liner Package,Used,All wheel drive,,philadelphia,https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=667483807&allListingType=all-cars&city=Philadelphia&state=PA&zip=19111&requestId=off&searchRadius=50&marketExtension=off&isNewSearch=false&showAccelerateBanner=false&sortBy=relevance&numRecords=100&firstRecord=100&referrer=%2Fcars-for-sale%2Fall-cars%2Fphiladelphia-pa-19111%3FrequestId%3Doff%26searchRadius%3D50%26marketExtension%3Doff%26isNewSearch%3Dfalse%26showAccelerateBanner%3Dfalse%26sortBy%3Drelevance%26numRecords%3D100%26firstRecord%3D100&clickType=listing
